"0210","","8/19/2022","1:08:17 PM","PP 1 A","ZPO1","","POSER BAIS SUR SOUSPONT","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.300","MIN","200","Pce","0.000","","0.000","","0.000","","0.000","","00000021","0","21","1","N","50008011"
"0220","","8/19/2022","1:08:17 PM","PP 1 A","ZPO1","","MONTER BRAGUETTE","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.400","MIN","150","Pce","0.000","","0.000","","0.000","","0.000","","00000022","0","22","1","N","50008011"
"0230","","8/19/2022","1:08:17 PM","PP 1 A","ZPO1","","POSER  FG + VIG","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.400","MIN","150","Pce","0.000","","0.000","","0.000","","0.000","","00000023","0","23","1","N","50008011"
"0240","","8/19/2022","1:08:17 PM","PP 2 A","ZPO1","","EXECUTER   DESSIN BRAGUETTE","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.350","MIN","172","Pce","0.000","","0.000","","0.000","","0.000","","00000024","0","24","1","N","50008011"
"0250","","8/19/2022","1:08:17 PM","PP 1 A","ZPO1","","ASSEMBLER MILEIU DVT","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.400","MIN","150","Pce","0.000","","0.000","","0.000","","0.000","","00000025","0","25","1","N","50008011"
"0260","","8/19/2022","1:08:17 PM","PP 2 A","ZPO1","","FERMER FOURCHE","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.380","MIN","158","Pce","0.000","","0.000","","0.000","","0.000","","00000026","0","26","1","N","50008011"
"0270","","8/19/2022","1:08:17 PM","S 3 F","ZPO1","","SURFILER BRAGUETTE","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.120","MIN","500","Pce","0.000","","0.000","","0.000","","0.000","","00000027","0","27","1","N","50008011"
"0280","","8/19/2022","1:08:17 PM","S 3 F","ZPO1","","SURFILER SOUSPONT+MONTER","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.460","MIN","131","Pce","0.000","","0.000","","0.000","","0.000","","00000028","0","28","1","N","50008011"
"0290","","8/19/2022","1:08:17 PM","PP 1 A","ZPO1","","POSER BAIS SUR BRAGETTE","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.300","MIN","200","Pce","0.000","","0.000","","0.000","","0.000","","00000029","0","29","1","N","50008011"
"0300","","8/19/2022","1:08:17 PM","PP 1 A","ZPO1","","POSER BAIS SUR SOUSPONT","CRÉÉ","","","","","","8/19/2022","155.000","Pce","0.000","0","","0","","3","0.000","0.000","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","8/19/2022","1:08:17 PM","0.0","","0.0","","0.300","MIN","200","Pce","0.000","","0.000","","0.000","","0.000","","00000030","0","30","1","N","50008011"
